"","months_as_customer","age","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital.gains","capital.loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","total_claim_amount","injury_claim","property_claim","vehicle_claim","auto_make","auto_model","auto_year","fraud_reported"
"744",175,39,"IN","500/1000",500,1359.36,5000000,"MALE","PhD","exec-managerial","hiking","husband",0,-43600,"Multi-vehicle Collision","Front Collision","Major Damage","Other","SC","Arlington",9,3,"YES",2,2,"YES",71610,13020,6510,52080,"Toyota","Highlander",2012,"Y"
"745",373,55,"IN","250/500",500,1607.36,0,"MALE","MD","sales","yachting","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","SC","Arlington",21,4,"?",0,2,"NO",60600,6060,12120,42420,"Dodge","RAM",2007,"Y"
"748",37,31,"IL","500/1000",500,1969.63,0,"FEMALE","MD","sales","skydiving","own-child",0,0,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","WV","Northbend",21,3,"NO",1,1,"YES",76450,6950,13900,55600,"Dodge","RAM",1995,"N"
"749",322,44,"IL","100/300",1000,1156.19,0,"FEMALE","College","machine-op-inspct","cross-fit","husband",49900,-62700,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","NY","Northbrook",20,3,"YES",0,3,"?",49400,9880,4940,34580,"Jeep","Wrangler",2010,"N"
"750",204,38,"IL","100/300",2000,1124.47,0,"FEMALE","MD","tech-support","kayaking","wife",0,-45100,"Single Vehicle Collision","Side Collision","Total Loss","Ambulance","SC","Northbrook",5,1,"NO",0,1,"?",90530,16460,16460,57610,"Ford","F150",2003,"N"
"751",76,31,"OH","500/1000",500,1493.5,5000000,"FEMALE","Associate","priv-house-serv","movies","not-in-family",39900,-44000,"Vehicle Theft","?","Minor Damage","Police","WV","Northbrook",7,1,"NO",2,1,"NO",8030,1460,730,5840,"Mercedes","E400",1995,"N"
"753",405,55,"IL","250/500",500,878.19,0,"MALE","PhD","machine-op-inspct","golf","unmarried",57100,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","NC","Northbend",2,4,"YES",0,2,"NO",38640,4830,4830,28980,"Chevrolet","Tahoe",1997,"N"
"754",435,58,"IN","100/300",2000,1145.85,0,"MALE","JD","sales","movies","not-in-family",0,-40000,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","NY","Columbus",19,3,"?",1,1,"YES",41490,9220,4610,27660,"Mercedes","E400",2004,"N"
"755",54,35,"IN","100/300",500,1261.28,0,"FEMALE","MD","protective-serv","hiking","unmarried",68500,-42100,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","VA","Springfield",21,3,"YES",2,0,"?",79090,14380,7190,57520,"Nissan","Maxima",2012,"N"
"756",144,35,"IL","100/300",500,1427.46,0,"MALE","High School","machine-op-inspct","cross-fit","wife",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Police","WV","Springfield",3,3,"?",0,0,"?",87900,17580,8790,61530,"Dodge","Neon",1995,"N"
"757",92,32,"IL","500/1000",500,1592.41,0,"MALE","Masters","prof-specialty","yachting","husband",58900,-29100,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","WV","Columbus",22,1,"?",2,3,"YES",53400,5340,5340,42720,"Jeep","Wrangler",1996,"N"
"758",173,36,"OH","250/500",1000,1274.63,0,"MALE","College","machine-op-inspct","basketball","unmarried",51000,0,"Single Vehicle Collision","Rear Collision","Total Loss","Fire","SC","Springfield",22,1,"YES",2,3,"NO",52030,9460,9460,33110,"Accura","MDX",1995,"N"
"760",155,35,"OH","250/500",1000,919.37,0,"FEMALE","Associate","protective-serv","hiking","not-in-family",83600,0,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","NY","Northbrook",0,1,"?",0,3,"?",48360,8060,8060,32240,"Nissan","Maxima",1997,"N"
"761",78,31,"OH","250/500",1000,1377.23,0,"FEMALE","Masters","armed-forces","kayaking","unmarried",72600,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","NY","Hillsdale",1,3,"?",2,1,"?",52290,5810,11620,34860,"Nissan","Maxima",1997,"N"
"762",440,57,"IL","100/300",1000,995.55,5000000,"MALE","College","protective-serv","paintball","wife",51500,-52100,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","SC","Arlington",19,3,"YES",0,3,"?",68200,12400,12400,43400,"Jeep","Wrangler",2007,"Y"
"763",264,43,"IL","100/300",500,1508.12,6000000,"MALE","PhD","craft-repair","basketball","wife",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","NY","Columbus",0,3,"?",2,1,"NO",60750,13500,6750,40500,"Jeep","Wrangler",2015,"Y"
"768",253,46,"IL","100/300",500,1358.2,0,"FEMALE","MD","transport-moving","movies","husband",52900,0,"Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NY","Columbus",11,3,"YES",0,0,"NO",64570,5870,11740,46960,"Jeep","Wrangler",2001,"N"
"769",446,61,"IL","100/300",1000,1232.79,0,"FEMALE","High School","adm-clerical","reading","unmarried",49900,-62100,"Single Vehicle Collision","Rear Collision","Minor Damage","Other","VA","Springfield",3,1,"YES",2,0,"YES",70500,7050,14100,49350,"Suburu","Forrestor",2007,"N"
"771",255,46,"IL","250/500",500,1302.34,0,"FEMALE","JD","prof-specialty","video-games","own-child",0,-52600,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","WV","Northbrook",2,3,"NO",1,0,"NO",57860,5260,10520,42080,"Volkswagen","Jetta",2011,"N"
"772",209,39,"IN","100/300",500,1264.99,0,"MALE","PhD","transport-moving","polo","husband",67800,0,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","VA","Northbrook",22,1,"?",1,1,"NO",37800,8400,4200,25200,"Chevrolet","Silverado",1995,"N"
"773",210,37,"OH","500/1000",500,1467.76,0,"FEMALE","MD","tech-support","hiking","own-child",38700,-33100,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","NY","Northbend",8,1,"?",1,3,"YES",63300,6330,6330,50640,"Toyota","Highlander",2000,"N"
"775",70,28,"IL","250/500",1000,1319.81,0,"MALE","High School","machine-op-inspct","yachting","husband",67200,-59400,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","WV","Arlington",14,4,"NO",1,0,"YES",31680,3520,3520,24640,"Toyota","Camry",2006,"N"
"777",458,61,"IN","100/300",1000,1328.18,0,"FEMALE","High School","protective-serv","bungie-jumping","other-relative",53000,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV","Columbus",18,1,"NO",2,1,"NO",56340,6260,6260,43820,"Volkswagen","Passat",2003,"N"
"778",239,40,"IN","100/300",500,1463.95,0,"FEMALE","JD","sales","skydiving","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","NC","Springfield",20,3,"?",0,0,"YES",69740,6340,6340,57060,"Dodge","Neon",2003,"N"
"779",161,38,"IL","100/300",2000,1133.85,0,"MALE","PhD","priv-house-serv","exercise","not-in-family",60200,0,"Multi-vehicle Collision","Front Collision","Total Loss","Police","WV","Springfield",0,3,"YES",2,2,"YES",60480,5040,15120,40320,"Volkswagen","Jetta",2003,"N"
"782",70,29,"IN","100/300",1000,1425.79,0,"FEMALE","MD","armed-forces","video-games","other-relative",62400,-52300,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","NC","Riverwood",12,1,"NO",0,3,"?",69360,11560,11560,46240,"Dodge","RAM",2009,"N"
"783",233,41,"OH","500/1000",2000,1615.14,0,"FEMALE","Associate","tech-support","board-games","other-relative",67100,0,"Vehicle Theft","?","Minor Damage","None","NY","Springfield",6,1,"NO",0,1,"?",3740,680,680,2380,"Chevrolet","Malibu",2011,"N"
"784",122,33,"IL","250/500",500,1236.5,0,"MALE","PhD","other-service","bungie-jumping","husband",0,-48700,"Parked Car","?","Trivial Damage","None","NY","Hillsdale",1,1,"NO",0,1,"NO",5060,460,920,3680,"Nissan","Ultima",2003,"N"
"785",335,48,"IL","500/1000",2000,1017.97,0,"FEMALE","MD","machine-op-inspct","chess","wife",59900,-34800,"Multi-vehicle Collision","Front Collision","Total Loss","Police","WV","Columbus",21,3,"NO",0,0,"YES",35860,3260,6520,26080,"BMW","X5",2005,"Y"
"787",85,27,"IL","500/1000",2000,1174.14,0,"MALE","College","priv-house-serv","dancing","unmarried",50400,-61500,"Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","NY","Northbend",14,4,"YES",0,0,"NO",59070,10740,5370,42960,"Toyota","Camry",2012,"N"
"788",133,30,"IN","500/1000",1000,1231.01,0,"MALE","College","adm-clerical","board-games","husband",0,-31700,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","SC","Riverwood",19,3,"NO",1,2,"?",28440,3160,3160,22120,"Dodge","Neon",2007,"N"
"789",119,34,"IL","250/500",500,1299.18,0,"FEMALE","College","tech-support","hiking","wife",57100,0,"Single Vehicle Collision","Front Collision","Major Damage","Fire","OH","Springfield",7,1,"YES",2,1,"YES",45540,8280,8280,28980,"Honda","Civic",1998,"Y"
"790",169,34,"IN","100/300",500,1469.75,0,"FEMALE","JD","sales","reading","not-in-family",0,-57600,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","VA","Arlington",0,1,"?",0,0,"YES",38700,7740,3870,27090,"Volkswagen","Passat",2012,"N"
"791",225,39,"OH","250/500",500,1390.72,0,"MALE","Masters","tech-support","paintball","other-relative",83900,-52100,"Parked Car","?","Trivial Damage","None","SC","Northbrook",6,1,"YES",2,1,"YES",5830,1060,530,4240,"Nissan","Pathfinder",2011,"N"
"792",84,32,"IL","500/1000",500,1694.09,7000000,"FEMALE","Associate","prof-specialty","cross-fit","husband",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Other","NY","Northbend",0,1,"YES",0,2,"?",57240,4770,9540,42930,"BMW","X6",1995,"Y"
"794",124,32,"IN","100/300",1000,1310.71,0,"FEMALE","Masters","farming-fishing","kayaking","wife",29300,0,"Single Vehicle Collision","Side Collision","Total Loss","Ambulance","NY","Columbus",23,1,"YES",0,1,"NO",57700,5770,5770,46160,"Toyota","Camry",2003,"N"
"795",320,48,"IL","250/500",2000,1730.49,7000000,"MALE","College","transport-moving","hiking","not-in-family",46300,-41700,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","WV","Northbrook",13,3,"NO",2,0,"NO",56160,4680,9360,42120,"Saab","95",1995,"N"
"796",297,47,"IN","250/500",500,1616.65,7000000,"MALE","MD","adm-clerical","movies","unmarried",0,-59500,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","WV","Columbus",0,3,"?",0,3,"YES",44400,5550,5550,33300,"Jeep","Grand Cherokee",1999,"N"
"797",421,56,"IN","100/300",500,1935.85,4000000,"MALE","Masters","machine-op-inspct","reading","own-child",49500,-81100,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","NY","Hillsdale",7,1,"?",2,3,"?",92730,16860,8430,67440,"Mercedes","E400",2004,"Y"
"802",140,36,"IN","250/500",500,1363.59,0,"FEMALE","JD","armed-forces","kayaking","not-in-family",43200,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Other","NY","Riverwood",10,3,"?",2,0,"YES",79500,7950,7950,63600,"Chevrolet","Tahoe",2000,"N"
"803",200,34,"IN","250/500",1000,828.42,3000000,"FEMALE","College","prof-specialty","basketball","other-relative",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Police","NY","Arlington",10,1,"?",2,2,"NO",56000,5600,5600,44800,"Chevrolet","Malibu",2009,"N"
"805",267,46,"OH","250/500",2000,1111.17,0,"MALE","MD","craft-repair","base-jumping","unmarried",35000,0,"Parked Car","?","Trivial Damage","None","WV","Arlington",3,1,"YES",2,3,"YES",4950,900,450,3600,"Toyota","Camry",1995,"N"
"806",290,42,"IN","500/1000",500,989.97,0,"MALE","Masters","machine-op-inspct","kayaking","own-child",32500,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV","Hillsdale",10,1,"NO",0,1,"NO",48000,4800,9600,33600,"Saab","95",2013,"N"
"807",45,37,"IN","250/500",1000,1114.23,0,"MALE","College","prof-specialty","dancing","wife",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Fire","SC","Arlington",1,1,"YES",0,1,"YES",52200,10440,5220,36540,"Nissan","Pathfinder",2005,"N"
"809",135,34,"IL","250/500",2000,1687.53,0,"FEMALE","JD","protective-serv","base-jumping","other-relative",0,-69600,"Single Vehicle Collision","Side Collision","Total Loss","Fire","NC","Northbend",7,1,"?",1,2,"NO",78200,15640,7820,54740,"Audi","A3",2009,"N"
"811",259,43,"IL","500/1000",2000,1537.13,0,"FEMALE","PhD","handlers-cleaners","kayaking","own-child",0,-58300,"Multi-vehicle Collision","Side Collision","Total Loss","Other","NY","Northbend",3,3,"NO",0,2,"YES",57060,6340,6340,44380,"Ford","Fusion",2012,"N"
"812",114,30,"OH","250/500",1000,1173.25,0,"FEMALE","Masters","protective-serv","dancing","husband",0,-34700,"Vehicle Theft","?","Minor Damage","None","WV","Arlington",3,1,"NO",0,3,"YES",4680,520,520,3640,"Chevrolet","Malibu",2013,"N"
"813",404,56,"IN","250/500",1000,1361.16,4000000,"FEMALE","Masters","transport-moving","cross-fit","not-in-family",0,-63700,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","VA","Hillsdale",23,1,"NO",2,0,"YES",53100,5310,5310,42480,"Accura","MDX",2005,"Y"
"816",215,38,"IN","250/500",500,1405.71,0,"FEMALE","PhD","craft-repair","camping","unmarried",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","SC","Arlington",10,1,"?",0,1,"NO",70700,7070,14140,49490,"Volkswagen","Passat",2008,"N"
"817",140,30,"IL","100/300",500,1354.2,0,"FEMALE","College","adm-clerical","bungie-jumping","wife",100500,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","SC","Columbus",4,4,"?",0,0,"?",60170,5470,10940,43760,"Nissan","Pathfinder",2006,"N"
"818",250,42,"IN","100/300",500,1055.6,0,"MALE","High School","exec-managerial","paintball","husband",69500,-40700,"Single Vehicle Collision","Rear Collision","Major Damage","Other","SC","Columbus",16,1,"?",1,1,"?",74800,13600,6800,54400,"Ford","Fusion",2009,"Y"
"819",286,41,"IL","250/500",1000,999.43,0,"MALE","College","prof-specialty","paintball","wife",25800,0,"Vehicle Theft","?","Trivial Damage","Police","WV","Northbend",3,1,"YES",2,0,"?",4100,820,410,2870,"Chevrolet","Malibu",2009,"N"
"821",65,29,"IL","250/500",1000,1726.91,0,"MALE","High School","other-service","basketball","own-child",0,0,"Vehicle Theft","?","Trivial Damage","None","VA","Hillsdale",14,1,"?",0,0,"?",7200,720,1440,5040,"Audi","A5",1999,"N"
"822",187,34,"IN","500/1000",500,1232.57,0,"FEMALE","PhD","machine-op-inspct","polo","not-in-family",59500,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","NY","Arlington",7,3,"?",0,0,"?",45100,8200,4100,32800,"Nissan","Pathfinder",2011,"N"
"823",386,53,"OH","250/500",500,1078.65,0,"MALE","JD","craft-repair","camping","not-in-family",36800,0,"Single Vehicle Collision","Front Collision","Minor Damage","Police","WV","Northbend",16,1,"?",2,3,"YES",66660,12120,6060,48480,"Honda","Civic",2006,"N"
"824",197,41,"OH","500/1000",1000,1324.78,0,"FEMALE","PhD","prof-specialty","basketball","not-in-family",0,-64500,"Single Vehicle Collision","Front Collision","Major Damage","Police","NC","Northbrook",6,1,"NO",2,2,"YES",76400,15280,7640,53480,"Volkswagen","Jetta",1997,"Y"
"825",166,37,"IN","250/500",500,1518.54,0,"FEMALE","MD","craft-repair","kayaking","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","PA","Riverwood",10,1,"YES",1,1,"NO",58300,10600,10600,37100,"Ford","F150",2001,"N"
"826",293,49,"IL","100/300",2000,1239.06,0,"FEMALE","JD","transport-moving","skydiving","husband",34900,0,"Single Vehicle Collision","Front Collision","Total Loss","Police","SC","Riverwood",19,1,"?",1,1,"?",57310,5210,10420,41680,"Volkswagen","Passat",2002,"N"
"828",76,24,"OH","250/500",1000,1622.67,0,"FEMALE","MD","priv-house-serv","paintball","husband",0,0,"Multi-vehicle Collision","Side Collision","Total Loss","Ambulance","WV","Riverwood",6,3,"NO",1,1,"?",74700,14940,7470,52290,"Suburu","Forrestor",1997,"N"
"829",105,28,"OH","250/500",500,1082.36,0,"FEMALE","Associate","prof-specialty","golf","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Fire","SC","Riverwood",12,3,"NO",2,2,"NO",60500,12100,6050,42350,"Audi","A5",1995,"N"
"830",97,26,"OH","250/500",1000,1270.55,0,"MALE","Masters","protective-serv","chess","unmarried",0,-72100,"Multi-vehicle Collision","Side Collision","Total Loss","Other","NC","Riverwood",10,3,"YES",2,3,"NO",84920,7720,15440,61760,"Jeep","Wrangler",2006,"Y"
"831",148,36,"IL","500/1000",1000,1236.32,5000000,"FEMALE","MD","adm-clerical","hiking","own-child",55100,0,"Single Vehicle Collision","Side Collision","Total Loss","Police","PA","Northbrook",0,1,"NO",2,0,"NO",61050,5550,11100,44400,"Dodge","Neon",2009,"N"
"836",370,55,"IN","500/1000",2000,1389.13,7000000,"MALE","JD","other-service","basketball","wife",0,-53200,"Vehicle Theft","?","Minor Damage","None","NC","Northbrook",6,1,"?",0,2,"?",9000,900,1800,6300,"Mercedes","ML350",2015,"N"
"837",257,43,"IN","100/300",1000,974.84,0,"FEMALE","JD","transport-moving","kayaking","other-relative",52100,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","VA","Northbend",0,1,"NO",0,1,"YES",85320,21330,7110,56880,"Nissan","Pathfinder",2006,"N"
"839",185,34,"OH","250/500",500,1257.36,0,"FEMALE","PhD","armed-forces","movies","husband",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","SC","Arlington",20,3,"YES",1,1,"?",51370,9340,4670,37360,"BMW","M5",2000,"Y"
"840",234,43,"OH","250/500",500,1257.04,0,"MALE","Associate","protective-serv","reading","own-child",0,-48800,"Single Vehicle Collision","Rear Collision","Major Damage","Police","SC","Northbrook",4,1,"NO",2,2,"YES",51600,10320,5160,36120,"Dodge","Neon",2011,"N"
"841",253,44,"OH","100/300",2000,719.52,0,"FEMALE","High School","farming-fishing","golf","own-child",45800,0,"Parked Car","?","Trivial Damage","None","SC","Arlington",9,1,"NO",0,3,"?",5400,600,600,4200,"Chevrolet","Malibu",1998,"N"
"843",274,44,"IN","500/1000",500,1395.58,0,"FEMALE","JD","tech-support","reading","husband",0,0,"Vehicle Theft","?","Minor Damage","Police","WV","Springfield",7,1,"NO",2,1,"?",5590,860,860,3870,"BMW","X5",2000,"N"
"845",273,47,"OH","500/1000",1000,1189.04,0,"FEMALE","Associate","prof-specialty","video-games","own-child",59600,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","VA","Northbrook",0,3,"NO",1,3,"?",39800,7960,3980,27860,"Jeep","Wrangler",2014,"N"
"846",147,37,"IN","500/1000",2000,1375.29,0,"FEMALE","Masters","armed-forces","chess","own-child",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","SC","Columbus",11,3,"?",0,1,"?",56160,6240,6240,43680,"Ford","Fusion",2015,"Y"
"847",285,42,"IN","100/300",500,1389.13,0,"MALE","Associate","priv-house-serv","golf","not-in-family",63100,-79400,"Single Vehicle Collision","Side Collision","Total Loss","Fire","VA","Hillsdale",13,1,"NO",0,3,"?",52700,5270,10540,36890,"Toyota","Corolla",2005,"N"
"850",380,53,"IL","250/500",2000,1166.62,6000000,"MALE","Associate","priv-house-serv","bungie-jumping","wife",0,0,"Parked Car","?","Trivial Damage","Police","NC","Northbend",23,1,"NO",0,3,"NO",5700,570,570,4560,"Saab","93",2001,"N"
"851",13,21,"IN","100/300",1000,1556.31,0,"MALE","Associate","prof-specialty","golf","not-in-family",0,-75000,"Multi-vehicle Collision","Side Collision","Total Loss","Police","NY","Hillsdale",19,3,"YES",2,0,"YES",94930,8630,8630,77670,"Accura","RSX",2014,"N"
"852",282,43,"OH","250/500",500,1452.27,0,"MALE","MD","farming-fishing","video-games","not-in-family",75800,0,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","SC","Northbend",19,1,"NO",1,2,"NO",46800,4680,9360,32760,"Audi","A5",2007,"Y"
"853",312,47,"OH","500/1000",1000,1212.07,0,"FEMALE","MD","exec-managerial","polo","wife",66900,-51800,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","NY","Northbend",17,3,"NO",2,3,"NO",56320,7040,7040,42240,"Mercedes","ML350",2000,"N"
"855",30,36,"IN","500/1000",500,1488.26,0,"FEMALE","College","machine-op-inspct","golf","wife",0,-63500,"Multi-vehicle Collision","Side Collision","Total Loss","Police","WV","Northbrook",17,3,"NO",2,2,"?",57900,5790,5790,46320,"Saab","95",2008,"N"
"856",198,36,"IN","250/500",1000,1096.39,0,"MALE","High School","armed-forces","kayaking","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","SC","Springfield",11,3,"?",1,3,"YES",49410,5490,5490,38430,"Audi","A3",2015,"N"
"857",290,45,"OH","500/1000",2000,1215.36,0,"MALE","Associate","tech-support","reading","own-child",54400,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","WV","Northbend",22,3,"?",0,1,"NO",66200,6620,6620,52960,"Suburu","Impreza",2012,"N"
"858",260,46,"OH","100/300",2000,1482.57,0,"MALE","MD","priv-house-serv","reading","husband",35000,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","NY","Columbus",7,1,"NO",0,1,"NO",64080,10680,10680,42720,"Toyota","Camry",2005,"N"
"859",233,43,"OH","250/500",1000,954.18,0,"FEMALE","College","tech-support","dancing","other-relative",0,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","SC","Northbrook",17,3,"?",2,3,"YES",42500,8500,4250,29750,"Nissan","Pathfinder",2000,"N"
"860",130,30,"IL","500/1000",2000,1193.4,0,"MALE","PhD","exec-managerial","bungie-jumping","own-child",0,-40800,"Multi-vehicle Collision","Side Collision","Total Loss","Other","SC","Columbus",16,3,"NO",2,3,"?",48950,8900,4450,35600,"Suburu","Legacy",2005,"N"
"862",212,40,"IL","500/1000",1000,1524.45,0,"FEMALE","Masters","other-service","golf","husband",73200,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","NY","Northbrook",17,3,"YES",0,2,"YES",82400,8240,8240,65920,"Nissan","Pathfinder",2006,"N"
"863",299,44,"OH","500/1000",1000,1653.32,0,"FEMALE","College","other-service","bungie-jumping","other-relative",0,-48800,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV","Springfield",3,1,"YES",2,0,"?",54240,6780,6780,40680,"Suburu","Impreza",2009,"N"
"864",91,26,"IL","250/500",1000,1022.46,0,"FEMALE","Associate","armed-forces","video-games","other-relative",52700,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Other","SC","Arlington",15,3,"?",0,2,"?",74200,7420,7420,59360,"Jeep","Wrangler",1996,"N"
"865",398,53,"IL","100/300",2000,1396.43,0,"FEMALE","Associate","priv-house-serv","base-jumping","unmarried",21500,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","WV","Hillsdale",16,1,"YES",2,1,"?",47430,5270,5270,36890,"Toyota","Camry",2000,"N"
"870",80,27,"OH","500/1000",500,795.31,0,"MALE","JD","farming-fishing","skydiving","husband",0,-51000,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","OH","Arlington",16,3,"YES",1,3,"?",40810,3710,7420,29680,"Ford","F150",2000,"Y"
"871",260,43,"IN","100/300",500,982.22,0,"FEMALE","JD","exec-managerial","skydiving","not-in-family",54500,-72100,"Single Vehicle Collision","Front Collision","Total Loss","Fire","NY","Riverwood",18,1,"?",1,0,"?",75400,15080,7540,52780,"Honda","CRV",2011,"N"
"873",290,45,"OH","100/300",1000,1311.3,0,"FEMALE","Associate","machine-op-inspct","chess","wife",38500,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","NY","Hillsdale",23,3,"YES",0,0,"YES",52650,5850,5850,40950,"Ford","F150",2001,"Y"
"874",322,49,"IL","250/500",2000,1277.12,0,"FEMALE","PhD","armed-forces","kayaking","own-child",0,-46000,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","WV","Hillsdale",18,1,"?",0,2,"YES",42240,7680,7680,26880,"Chevrolet","Malibu",2007,"N"
"875",228,39,"IN","500/1000",500,1388.62,0,"FEMALE","JD","sales","reading","husband",35200,0,"Single Vehicle Collision","Side Collision","Minor Damage","Other","NC","Riverwood",10,1,"YES",1,0,"YES",59490,6610,6610,46270,"Mercedes","ML350",1995,"N"
"877",247,39,"IN","100/300",500,1558.29,0,"FEMALE","Masters","protective-serv","reading","unmarried",0,-49300,"Vehicle Theft","?","Trivial Damage","Police","WV","Springfield",5,1,"YES",1,2,"?",7700,770,1540,5390,"Saab","93",2000,"N"
"879",144,37,"OH","250/500",2000,1896.91,0,"FEMALE","PhD","handlers-cleaners","sleeping","not-in-family",73700,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Fire","SC","Columbus",17,3,"YES",1,3,"NO",54400,5440,10880,38080,"Chevrolet","Silverado",2015,"Y"
"880",338,47,"IL","500/1000",500,1143.46,4000000,"MALE","MD","priv-house-serv","polo","other-relative",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Other","NC","Arlington",4,1,"YES",2,1,"?",58560,9760,9760,39040,"Mercedes","E400",2002,"N"
"881",121,34,"IN","500/1000",500,1285.42,0,"MALE","MD","priv-house-serv","video-games","wife",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Fire","VA","Northbrook",11,1,"NO",1,1,"NO",67300,6730,6730,53840,"Dodge","RAM",2000,"Y"
"884",115,31,"OH","500/1000",1000,1051.67,0,"FEMALE","Associate","exec-managerial","bungie-jumping","not-in-family",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","WV","Riverwood",18,3,"YES",0,3,"NO",34160,0,4270,29890,"Audi","A5",2005,"Y"
"885",280,48,"IL","250/500",1000,1387.35,0,"MALE","JD","transport-moving","paintball","not-in-family",0,-72000,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV","Hillsdale",16,1,"NO",2,2,"?",61320,10220,10220,40880,"BMW","M5",1998,"N"
"886",254,45,"IL","250/500",500,1083.64,0,"MALE","JD","other-service","paintball","husband",59800,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","NC","Columbus",19,3,"YES",0,0,"?",79680,13280,13280,53120,"BMW","3 Series",2004,"N"
"887",141,30,"IL","250/500",1000,1851.78,0,"FEMALE","High School","craft-repair","exercise","other-relative",78800,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","SC","Riverwood",13,1,"NO",1,0,"YES",61740,6860,6860,48020,"Audi","A3",2002,"N"
"889",381,55,"OH","500/1000",500,1459.99,0,"FEMALE","MD","other-service","chess","wife",35900,0,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","SC","Northbrook",8,1,"YES",1,2,"YES",60600,12120,6060,42420,"Accura","TL",2011,"N"
"890",191,38,"IL","100/300",2000,1253.44,0,"FEMALE","Masters","craft-repair","sleeping","not-in-family",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","VA","Hillsdale",19,3,"NO",2,0,"NO",56320,10240,5120,40960,"Volkswagen","Jetta",2007,"N"
